Highlight,Title,Author,Location,Date
在此基礎之上，性別歧視傾向於對男性和女性給予差別待遇，典型手法是透過某些超出了我們所知或可知的性別差異主張，這類主張有時甚至違背了時下最佳的科學證據。厭女情結則通常會區分出「好女人」和「壞女人」，並對後者進行懲罰。整體來說，性別歧視和厭女情結懷有同一個目的──維持或重建父權的社會秩序。但性別歧視僅僅標榜著理性中立，厭女情結則毫無顧忌、為達目的不擇手段。因此，性別歧視之於偽科學，正如厭女情結之於假道學,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),758,2022-01-21 11:54:46
在此基礎之上，性別歧視傾向於對男性和女性給予差別待遇，典型手法是透過某些超出了我們所知或可知的性別差異主張，這類主張有時甚至違背了時下最佳的科學證據。厭女情結則通常會區分出「好女人」和「壞女人」，並對後者進行懲罰。整體來說，性別歧視和厭女情結懷有同一個目的──維持或重建父權的社會秩序。但性別歧視僅僅標榜著理性中立，厭女情結則毫無顧忌、為達目的不擇手段。因此，性別歧視之於偽科學，正如厭女情結之於假道學。性別歧視穿著實驗袍，厭女情結則獵殺女巫。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),758,2022-01-21 11:55:02
，厭女情結藉由監督和巡視父權的社會規範來維持它們，而性別歧視的作用則是合理化這些規範──,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),881,2022-01-22 12:08:41
厭女情結藉由監督和巡視父權的社會規範來維持它們，而性別歧視的作用則是合理化這些規範──主要是透過假設男性和女性在才能、興趣、癖性和愛好方面皆「理所當然」不同的意識形態。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),881,2022-01-22 12:08:49
厭女情結藉由監督和巡視父權的社會規範來維持它們，而性別歧視的作用則是合理化這些規範──主要是透過假設男性和女性在才能、興趣、癖性和愛好方面皆「理所當然」不同的意識形態。在此看法之上，性別歧視之於厭女情結，就像是公民秩序之於法律執行。性別歧視本身相信男性在陽剛的、高聲望的領域（例如知識鑽研、體育、商業和政治等）中比女性優越，同時他們在其中自然而然或甚至無可避免地會處於支配的地位；厭女情結則涉及焦慮、恐懼、維持父權秩序的渴望，以及致力於在它受到破壞時進行重建。因此，性別歧視可以是自滿的，而厭女情結則可能是焦慮的；性別歧視是學究的，厭女情結則是好鬥的；性別歧視坐擁理論，厭女情結則揮舞著棍棒。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),881,2022-01-22 12:09:06
於是問題來了：女性是因為做了什麼或身為什麼，而被認定有罪？ 我認為，是拒絕與未能付出；是冷漠、麻木以及無情；是在將一個脆弱生物從其正當的家中、他與生俱來的權利中驅逐的同時，女性無視了她們的天然責任，亦即提供安全港和養育。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),047,2022-01-22 01:40:43
"我認為，將懷孕的女性描述成不可靠且不負責、但顯然地或許並不是無可救藥，這種論述的力量在於，她們乃是遭到真正邪惡的墮胎倡議者和手術提供者所誤導，以至於把無助的胎兒從他們的正當庇護所中驅逐。因此，胎兒在此作為一個有力的文化象徵，並代理了某些男性覺得被女性忽視和剝奪的感受。他們的脆弱感可以被投射到胎兒身上，因此讓他們能夠以另一個想像中的人的名義感到憤慨，而正好，這些被想像的人並沒有自己的計畫，而且在他們真的成為一個有知覺的生物前，也無法出聲拒絕別人決定他們作為知覺生物的利益。相較於去承認自身被拒和受傷的感覺，占據道德高地往往比較容易。一位作者寫下： 儘管被母親的子宮圍繞，未出生的胎兒已經是一個人了，而剝奪胎兒它尚未來得及享受的生命，幾乎是一個令人毛骨悚然的犯罪。如果在我們看來，在一個人的家中殺害他比在戰場上更為恐怖，因為一個人的家是他最安全的庇護所，那麼，在一個胎兒未見天光前就在子宮裡摧毀它，自然就應該被視為更殘暴的行為（Calvin, 1999）。 這是約翰．喀爾文（John Clavin）寫於十六世紀的文字。將母親的子宮類比為一個處於支配地位的男性的家兼安全港──或安全空間──早已是父權意識形態中的一部分，且持續如此。 至少，這是我正在思考的假設。它的優點在於，它可以解釋為什麼保守人士對墮胎的看法如此不一致、隨機，而且似乎從未真能搔到癢處，即使是當他們獲得了自己表面上所爭取的結果時。",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),065,2022-01-22 01:47:03
因此，我認為，將懷孕的女性描述成不可靠且不負責、但顯然地或許並不是無可救藥，這種論述的力量在於，她們乃是遭到真正邪惡的墮胎倡議者和手術提供者所誤導，以至於把無助的胎兒從他們的正當庇護所中驅逐。因此，胎兒在此作為一個有力的文化象徵，並代理了某些男性覺得被女性忽視和剝奪的感受。他們的脆弱感可以被投射到胎兒身上，因此讓他們能夠以另一個想像中的人的名義感到憤慨，而正好，這些被想像的人並沒有自己的計畫，而且在他們真的成為一個有知覺的生物前，也無法出聲拒絕別人決定他們作為知覺生物的利益。相較於去承認自身被拒和受傷的感覺，占據道德高地往往比較容易,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),065,2022-01-22 01:47:23
我認為，將懷孕的女性描述成不可靠且不負責、但顯然地或許並不是無可救藥，這種論述的力量在於，她們乃是遭到真正邪惡的墮胎倡議者和手術提供者所誤導，以至於把無助的胎兒從他們的正當庇護所中驅逐。因此，胎兒在此作為一個有力的文化象徵，並代理了某些男性覺得被女性忽視和剝奪的感受。他們的脆弱感可以被投射到胎兒身上，因此讓他們能夠以另一個想像中的人的名義感到憤慨，而正好，這些被想像的人並沒有自己的計畫，而且在他們真的成為一個有知覺的生物前，也無法出聲拒絕別人決定他們作為知覺生物的利益。相較於去承認自身被拒和受傷的感覺，占據道德高地往往比較容易。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),065,2022-01-22 01:47:39
威爾森和其他研究者區分出四種主要的家庭消滅者類型：自詡正義的、迷惘的、失望的，與偏執的。自詡正義的類型為了自己的沒落責怪他人，通常是他們的妻子或分居妻子；迷惘類型則因為如破產之類的外部事件而感覺被羞辱；失望類型覺得他的家庭令他失望，彷彿社會秩序正在崩解；而偏執類型則認為他的家族受到來自外來者的威脅，因此為了擊退威脅，他擅自決定由自己來殺害他們。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),537,2022-01-22 02:28:38
父親幾乎總是把自殺當成逃離某種財務危機的唯一出口。於是，殺害他的家人變成一個方法，將其從破產和自殺將帶來的艱困與羞恥中拯救出來。 在許多這一類行為人處決受害者的方式上，都有很明顯的自戀的沙文主義認知。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),563,2022-01-22 02:37:11
「整體來說，這是一個文化問題，也就是我們教導男性，女性是要被『賺取』、被『贏得』之物，是一座獎盃，而非把女性看作是，你知道的，人，有自己故事的主角，如同我們（男性）有自己的故事。」文化評論,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),813,2022-01-23 12:17:18
「整體來說，這是一個文化問題，也就是我們教導男性，女性是要被『賺取』、被『贏得』之物，是一座獎盃，而非把女性看作是，你知道的，人，有自己故事的主角，如同我們（男性）有自己的故事。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),813,2022-01-23 12:17:32
「整體來說，這是一個文化問題，也就是我們教導男性，女性是要被『賺取』、被『贏得』之物，是一座獎盃，而非把女性看作是，你知道的，人，有自己故事的主角，如同我們（男性）有自己的故事。」,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),813,2022-01-23 12:17:52
（1）概念兼知覺主張（Conceptual-cum-perceptual claim）：人類有能力將其他人類看作或認可為人類，而不僅僅是將他們看作這個生物物種裡的其他成員註135。這包含了以一種同時帶有觀點主義與豐富認知維度的方式來思考他人，將他們視為「人類同胞」、和自己同類的成員，或（類似）「我們的共通人性」中的一分子。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),932,2022-01-23 10:36:29
當對象是真正的非人類動物時，這類鎮壓鮮少是適用的，因為這些動物既不能理解這種侮辱，也不會因為被正確指認出牠們的非人類地位而被成功鎮壓。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),251,2022-01-23 11:46:58
對我來說，這似乎引發了一個重要的問題，需要人道主義者來回答，也就是：如果大規模暴行的施行者經常將他們的受害者去人性化，為什麼施行者這麼常強暴女性受害者？一方面，人類與非人類動物之間的性一般而言是禁忌，且相對不尋常──這可能是部分的原因註162；另一方面，大規模強暴通常傾向於傳達報復、懲罰、洋洋得意，而且專橫跋扈的精神。因此，這些行動帶有所有人際之間暴力的標誌，它們表現並發洩出了典型的人際反應型態度，例如怨懟、義憤填膺、嫉妒等等註163。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),261,2022-01-23 11:49:43
於是一般而言，證詞不正義指的是，當身處臣屬位置的群體成員針對特定事務提出主張，或針對特定人物提出指控時，他們經常會被認定為比較不可信，因此他們身為臣屬群體成員一事會被當成理由，使他們不被給予知者（knower）的知識地位。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),774,2022-01-25 12:32:43
我們傾向原諒特權男性所犯下的罪──表面上是因為他們在我們眼前的弱勢，或我們在他們眼前的弱勢，這使他們立於不敗之地──而這和我們對女性受害者的敵意相關。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),885,2022-01-25 12:38:27
。我們也可能會忽略，在法律的眼中，理論上來說，他的罪行乃針對人民，也就是我們所有人。而針對這名挺身而出、為他的犯罪作證的強暴受害者，問題卻太常演變成：她想要從中得到什麼？人們不認為她在一場犯罪審判裡做著辛苦的工作，反而認為她試著尋求個人的復仇和道德懲罰。更有甚者，她可能會被看作是不知寬恕的，她試著從她的強暴者身上拿走什麼，而非在對維持法律和秩序做出貢獻註187。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),032,2022-01-25 08:22:58
厭女暴力和性侵害一般由不起眼的、不像怪獸的人所犯下，我們必須要接受這個事實，特別是，如果我們要在此場域做出改進的話。若借用漢娜．鄂蘭的知名用語，我們必須接受厭女情結的平庸性。這是一個經常被中傷的想法，但在我看來，無論鄂蘭在觀察到阿道夫．艾希曼並不像一個怪物的過程中，推斷出什麼樣的結論，她對邪惡的平庸性所提出的基本道德論點在此刻不僅是前所未有地正確，更是至關重要且應該受到認可的。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),146,2022-01-25 08:30:20
這段期間，受害者的身影──或者說，一個自我認定與自我指定、餵養，或可能偽造自身傷害，並展現出習得或捏造無助感的受害者──在保守意識形態中扮演了一個越來越重要的角色。一個忿忿不平、情感脆弱、戲劇化的角色被描繪出來了，它們發表不公平的毀謗，要求第三方的同情和注意力；主角往往不成比例地是學生、千禧世代、女性、女性主義者、進步分子、性侵受害者──或者在艾瑪．蘇克維茲（Emma Sulkowicz）的例子裡，是上述所有身分的集合，我稍後將加以說明。而或許無須多說的是，這樣的描繪並非讚美。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),456,2022-01-25 10:10:55
我們傾向於將受害者想像為天真無辜、沒有過失，以及（更糟的是）非如此做不可。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),526,2022-01-25 11:25:09
我們傾向於將受害者想像為天真無辜、沒有過失，以及（更糟的是）非如此做不可。這經常伴隨著以下結果：當某些人犯下了，或甚至只是被人懷疑犯下了某些微小的不誠實錯誤時，人們便不情願或無法將其認可為受害者；同樣的，當我們認定某些人是某個大型犯罪的真正受害者時，我們往往傾向於否認他們所犯下的微小欺瞞。當個人所使用的劇本是一齣基本上簡單直白的道德童話，不容許太多變異或細微差異時，這是合理的；如果你是強盜，你不可能扮演一個警察的受害者註206。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),526,2022-01-25 11:25:43
"當我們覺得一名女性正在「扮演受害者」、「打性別牌」，或表現得過於戲劇化時，我們有理由批判與懷疑我們的直覺（Schraub, 2016）。",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),591,2022-01-25 11:30:45
"當我們覺得一名女性正在「扮演受害者」、「打性別牌」，或表現得過於戲劇化時，我們有理由批判與懷疑我們的直覺（Schraub, 2016）。她的行為可能引人注意，但並不是因為她索求太多，而是因為我們並不習慣於女性在這些脈絡裡主張她們的應得權益。相反的，女性被期待要為支配性男性的受害者敘事提供觀眾，提供道德關懷、傾聽、同情和安撫。",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),591,2022-01-25 11:30:57
支配女性的男性不僅僅享有特權，更與失去自身特權社會位置的可能性高度絕緣,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),684,2022-01-25 11:46:16
與其稱此為「扮演受害者」，我們其實也可以說這是「揭露霸凌者」,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),799,2022-01-25 11:56:12
"若一個女人不夠合宜，便視她為贗品；若不夠端正，便視她為不正派；若她體格健壯，稱她為腫塊；若纖細，則榛樹枝；若皮膚黝黑，稱她如烏鴉；若氣色合宜，則如粉刷過的牆；若她悲傷或害羞，便視她如小丑；若歡快與愉悅，則她可能是蕩婦。 約瑟夫．史威南 《對淫穢、懶惰、冒失與無常之女人的指責》（The Arraignment of Lewde, Idle, Forward and Unconstant Women",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),002,2022-01-26 12:00:38
"若一個女人不夠合宜，便視她為贗品；若不夠端正，便視她為不正派；若她體格健壯，稱她為腫塊；若纖細，則榛樹枝；若皮膚黝黑，稱她如烏鴉；若氣色合宜，則如粉刷過的牆；若她悲傷或害羞，便視她如小丑；若歡快與愉悅，則她可能是蕩婦。 約瑟夫．史威南 《對淫穢、懶惰、冒失與無常之女人的指責》（The Arraignment of Lewde, Idle, Forward and Unconstant Women）",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),002,2022-01-26 12:00:44
啟發的第一課：噁心反應可以讓我們變成更嚴厲的道德評論家，甚至可能促使某些人在明顯完全無害的行為中發現道德錯誤。第二課：作為道德評論家，我們並非總是根據道德理由和論證做出判決；有時候，我們伸出手來搜尋這些理由和論證，以合理化一個已經被做好的判決。我們不自覺地在此基礎之上編造出一個事後案例註233。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),142,2022-01-26 11:45:34
對於女性來說，假如男性伴侶身上出現了隱約的男性支配型態與其他形式的厭女行為，她們也擁有相當強力的心理動機去否認、輕描淡寫並忽視它們的普遍程度與重要性，這包括了，在投票給川普時，他可能根本不屑一顧一位男性同胞的不當性行為和厭女情結。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),252,2022-01-26 11:51:18
女性被預設要提供個人關懷與注意力給她們身邊的每一個人，不然她們就有可能顯得齷齪、吝嗇、不公平與冷酷無情,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),261,2022-01-26 11:52:46
在第四章裡，我提出的論點是，女性被預設要提供個人關懷與注意力給她們身邊的每一個人，不然她們就有可能顯得齷齪、吝嗇、不公平與冷酷無情，但是當你在競選總統時，這當然是一個不可能的任務，而且一般而言，當一名女性的觀眾或選區越大、越多元時，她越有可能因為這些針對女性關注力的規範而被看作是冷漠、有距離、「無法靠近」、疏忽、不細心與自私。然而，她的男性同胞卻不需要展現任何這一類的聆聽技能，事實上，當換成川普時，情況可說便是完全如此。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),261,2022-01-26 11:52:57
據此，一名在道德和社會現實（亦即根據公平和平等的標準來說）方面沒有犯下任何錯誤的女性，可能會因為違反了父權規則手冊裡的官方命令，而面臨道德猜疑與驚愕，她的行為便有可能被歸類為危險、可疑、冒險或欺騙的，符合已經被提出的道德判決,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),340,2022-01-27 12:03:39
據此，一名在道德和社會現實（亦即根據公平和平等的標準來說）方面沒有犯下任何錯誤的女性，可能會因為違反了父權規則手冊裡的官方命令，而面臨道德猜疑與驚愕，她的行為便有可能被歸類為危險、可疑、冒險或欺騙的，符合已經被提出的道德判決。是後者的判斷驅動了前者，而非反其道而行。她看起來就是不懷好意，至於其意為何則有待被發現──或被發明。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),340,2022-01-27 12:03:49
厭女情結是一個自我遮掩的問題，在這個現象本身底下，光是試著讓人注意到它就是不法的、不能見容於社會的，因為女性理當服侍他人，而非為了自己徵求道德注意力和關懷。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),581,2022-01-27 09:51:49
"一個看待所謂受害者文化的角度是，它在一個被動女性受害者的譬喻上進行交易：城堡裡的公主等待被王子般的英雄拯救。公主是一個拙劣的模範一事並無爭議，然而在此基礎上，「受害文化」的批評者們實際上（假如不自覺地）卻致力攻擊那些得以保留某些主體性的女性們。近一步看，發聲與表現得像一個被動公主之間的相似性是很微小的；當一個女性以一種可能具有顛覆性的姿態，或單單藉著利用霸凌者自身的行為使他們尷尬以揭露霸凌，進而挺身說出自己的故事或盡其本分時，她的主體性並沒有短少。在一個她被迫被動，或更常見的是，她被勉強（例如在高壓控制的情境中）或被占便宜（例如在涉及權力關係剝削和相關社會文本的性掠奪情境中，參見Manne, 2017）的故事裡，這仍舊、甚至加倍為真。",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),893,2022-01-27 10:09:37
